ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Customer_Feedback
1629,1982,Graduation,Together,19444.0,1,0,2/22/2014,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1630,1976,2n Cycle,Together,36301.0,1,0,10/25/2013,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1631,1947,PhD,Together,73059.0,0,1,8/31/2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
1632,1969,PhD,Together,42731.0,1,0,10/21/2013,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1633,1959,PhD,Married,52854.0,1,1,3/24/2014,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1634,1978,Graduation,Together,22775.0,1,0,6/19/2013,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1635,1948,PhD,Together,46681.0,0,2,10/8/2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1636,1955,PhD,Married,59821.0,0,1,4/12/2013,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1637,1954,Graduation,Divorced,50002.0,0,1,6/17/2013,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1638,1945,Graduation,Married,69755.0,0,0,10/2/2013,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1639,1969,Graduation,Married,44078.0,1,1,6/19/2014,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1640,1976,Master,Together,30560.0,1,0,6/27/2013,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1641,1969,Master,Together,35924.0,1,1,3/23/2014,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1642,1964,PhD,Divorced,64140.0,0,2,9/23/2013,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,3,11,1,Absolutely love the selection of wines and meats.
1643,1981,Graduation,Together,56386.0,1,1,10/27/2012,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1644,1979,Basic,Together,24594.0,1,0,12/10/2013,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1645,1981,2n Cycle,Together,75774.0,1,0,5/2/2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1646,1960,Master,Divorced,39228.0,0,0,5/10/2013,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1647,1974,Master,Married,58494.0,0,1,12/12/2013,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1648,1981,Graduation,Single,58684.0,0,0,6/16/2014,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,3,11,0,"Average experience, products were fine."
1649,1967,Graduation,Divorced,57136.0,0,0,5/18/2013,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1650,1950,PhD,Widow,56551.0,1,1,5/7/2014,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1651,1982,Graduation,Married,22448.0,1,0,2/26/2014,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1652,1961,Graduation,Single,82014.0,0,0,8/20/2012,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1653,1963,Graduation,Widow,34213.0,1,1,9/7/2012,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1654,1977,Graduation,Together,157146.0,0,0,4/29/2013,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
1655,1947,PhD,Widow,25358.0,0,1,7/22/2013,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1656,1978,Master,Single,35544.0,1,0,3/8/2014,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1657,1954,Master,Together,36634.0,0,1,5/28/2013,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1658,1954,PhD,Married,62670.0,0,1,2/2/2014,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1659,1972,2n Cycle,Together,50334.0,0,1,7/24/2013,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1660,1981,Graduation,Single,72066.0,0,0,6/23/2014,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,3,11,1,Great customer service and very smooth experience.
1661,1958,PhD,Single,50729.0,1,1,5/2/2013,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1662,1968,Graduation,Together,34916.0,2,0,5/15/2013,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1663,1976,Graduation,Divorced,64892.0,0,1,5/29/2014,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1664,1966,Graduation,Single,43602.0,1,1,1/10/2014,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1665,1989,PhD,Single,33996.0,0,0,9/11/2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1666,1985,2n Cycle,Single,41473.0,1,0,6/19/2013,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1667,1967,PhD,Married,63246.0,0,2,8/20/2013,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1668,1959,PhD,Married,36732.0,1,1,12/29/2013,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1669,1970,PhD,Married,69084.0,1,0,11/19/2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1670,1967,PhD,Married,77766.0,0,1,2/22/2013,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,Great customer service and very smooth experience.
1671,1985,PhD,Single,37929.0,0,0,7/30/2013,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,3,11,1,Will definitely be buying again. 5 stars.
1672,1951,Graduation,Together,86610.0,0,0,9/5/2013,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1673,1986,Master,Married,80141.0,0,0,1/11/2013,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1674,1955,2n Cycle,Married,72635.0,0,0,6/3/2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,"Average experience, products were fine."
1675,1970,Graduation,Married,69016.0,0,1,11/22/2012,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
1676,1991,2n Cycle,Together,20193.0,0,0,11/28/2012,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1677,1975,Graduation,Married,27573.0,1,0,3/25/2013,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1678,1979,Basic,Single,15862.0,1,0,6/27/2013,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1679,1976,PhD,Married,49544.0,1,0,2/12/2013,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1680,1980,Graduation,Married,33228.0,1,0,1/23/2014,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1681,1978,Graduation,Together,70440.0,0,0,10/8/2013,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,Excellent quality products and fast delivery!
1682,1971,Graduation,Together,38232.0,1,1,1/17/2014,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1683,1955,PhD,Married,22554.0,1,1,11/3/2012,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1684,1983,PhD,Married,23536.0,1,0,6/4/2014,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1685,1952,Graduation,Married,49413.0,0,1,10/25/2013,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1686,1969,Graduation,Married,42231.0,1,1,3/25/2014,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1687,1980,Master,Divorced,78789.0,0,0,8/8/2012,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1688,1968,Graduation,Together,56534.0,0,1,7/23/2013,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1,Will definitely be buying again. 5 stars.
1689,1971,Graduation,Single,58350.0,0,1,1/4/2013,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1690,1989,Graduation,Single,81217.0,0,0,7/19/2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
1691,1951,Graduation,Single,49090.0,0,1,7/19/2013,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1692,1987,Master,Divorced,61787.0,0,0,7/6/2013,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
1693,1985,PhD,Married,18169.0,1,0,2/19/2013,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1694,1981,2n Cycle,Single,24336.0,1,0,8/27/2012,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1695,1990,Graduation,Married,18222.0,0,0,12/31/2012,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1696,1952,Graduation,Divorced,62335.0,0,1,5/23/2013,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1697,1971,2n Cycle,Together,42033.0,1,1,9/19/2012,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1698,1983,PhD,Married,86580.0,0,0,2/27/2013,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,3,11,0,"It was okay, nothing special."
1699,1957,PhD,Divorced,41437.0,1,1,9/22/2012,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1700,1951,Master,Widow,73705.0,0,2,3/5/2014,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
1701,1976,Graduation,Married,61064.0,0,1,8/31/2012,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
1702,1955,Master,Married,38452.0,1,1,3/30/2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1703,1989,Graduation,Single,18358.0,1,0,11/20/2013,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1704,1973,PhD,Together,55012.0,0,1,3/21/2014,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1705,1973,Basic,Together,9722.0,1,0,10/2/2012,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,"Highly recommended, top-notch quality!"
1706,1984,PhD,Married,38175.0,1,0,9/23/2013,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1707,1956,Master,Together,58656.0,0,1,9/20/2012,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
1708,1965,Graduation,Together,52117.0,0,1,8/16/2012,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1709,1978,Graduation,Married,64813.0,1,0,1/2/2014,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1710,1973,PhD,Married,54222.0,0,1,3/1/2014,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1711,1986,Graduation,Married,83512.0,0,0,6/17/2014,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,Great customer service and very smooth experience.
1712,1959,Master,Married,77520.0,0,1,8/28/2013,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,Absolutely love the selection of wines and meats.
1713,1978,Graduation,Together,41154.0,0,1,4/9/2013,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1714,1966,Graduation,Married,80398.0,0,0,11/10/2012,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1715,1992,Basic,Single,18746.0,1,0,5/29/2014,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1716,1984,Graduation,Together,35196.0,1,0,11/13/2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1717,1956,Graduation,Single,60230.0,0,1,5/20/2013,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1718,1977,Graduation,Married,22108.0,1,1,5/8/2014,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1719,1974,Graduation,Together,44392.0,1,1,9/5/2013,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1720,1976,PhD,Married,55424.0,0,1,11/25/2012,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1721,1979,Graduation,Married,17688.0,1,0,1/13/2013,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,I complained but no one reached out to me.
1722,1983,PhD,Married,92491.0,0,0,5/1/2013,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,"Highly recommended, top-notch quality!"
1723,1991,Graduation,Single,90273.0,0,0,12/14/2013,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,Great customer service and very smooth experience.
1724,1962,PhD,Widow,82571.0,0,0,4/2/2014,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,Excellent quality products and fast delivery!
1725,1982,PhD,Single,38513.0,1,0,1/28/2014,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1726,1979,Master,Single,16653.0,1,0,4/18/2014,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1727,1955,Graduation,Together,42586.0,1,1,10/29/2012,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1728,1965,Basic,Single,23529.0,0,1,1/7/2013,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1729,1961,Master,Together,74881.0,1,1,3/8/2013,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1730,1951,Graduation,Married,71107.0,0,1,2/17/2013,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1731,1964,PhD,Together,46910.0,1,1,3/23/2014,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1732,1959,Graduation,Married,18690.0,0,0,12/28/2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1733,1955,Graduation,Divorced,37244.0,1,1,4/27/2013,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1734,1966,Graduation,Together,82427.0,0,0,3/12/2014,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1735,1958,2n Cycle,Single,75342.0,0,1,5/6/2013,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1736,1954,Graduation,Divorced,70044.0,0,1,2/18/2013,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1737,1967,Graduation,Single,79146.0,1,1,4/24/2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1738,1963,Graduation,Married,77437.0,0,0,11/26/2013,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
1739,1959,Graduation,Married,54984.0,0,1,5/24/2014,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,Might buy again if there's a good discount.
1740,1971,PhD,Married,42403.0,1,0,12/11/2013,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1741,1964,Graduation,Together,55761.0,0,1,4/24/2014,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1742,1983,Graduation,Together,37292.0,1,0,4/18/2013,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1743,1945,PhD,Single,45576.0,0,0,5/28/2014,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1744,1947,Graduation,Together,70321.0,0,0,1/16/2013,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,Excellent quality products and fast delivery!
1745,1969,PhD,Divorced,58086.0,0,1,1/20/2013,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1746,1952,Graduation,Married,81795.0,0,0,10/26/2012,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
1747,1947,Basic,Together,28389.0,0,0,11/20/2012,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1748,1946,Master,Married,66835.0,0,0,9/28/2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1749,1969,Graduation,Divorced,69901.0,0,1,5/29/2013,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1750,1949,PhD,Married,80360.0,0,0,3/3/2013,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,Absolutely love the selection of wines and meats.
1751,1961,PhD,Together,63342.0,0,1,10/16/2012,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1752,1974,Graduation,Married,44989.0,0,1,9/12/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1753,1980,2n Cycle,Single,31859.0,1,0,2/27/2014,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1754,1949,PhD,Widow,51569.0,0,1,2/12/2013,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1755,1971,Graduation,Widow,30372.0,1,1,12/25/2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1756,1979,Basic,Single,16014.0,1,1,3/17/2013,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1757,1968,Graduation,Married,41120.0,1,1,11/6/2013,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1758,1971,Master,Single,39763.0,1,0,8/4/2013,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1759,1955,PhD,Married,38725.0,1,1,5/10/2014,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1760,1972,Graduation,Married,77981.0,1,0,5/26/2013,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1761,1964,2n Cycle,Married,62905.0,0,1,9/10/2013,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1762,1979,2n Cycle,Divorced,13533.0,1,0,3/10/2013,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1763,1975,Graduation,Together,59481.0,0,1,10/23/2013,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1764,1977,Graduation,Married,72117.0,0,1,8/20/2013,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1765,1986,2n Cycle,Married,21955.0,1,0,9/7/2013,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1766,1956,Graduation,Married,67131.0,0,1,3/26/2013,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1767,1980,PhD,Single,36802.0,1,0,6/16/2014,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1768,1982,Graduation,Together,71853.0,0,0,5/8/2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
1769,1961,Basic,Married,28249.0,0,0,6/15/2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1770,1975,Master,Married,47808.0,0,1,10/20/2013,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1771,1974,PhD,Divorced,25509.0,1,0,9/18/2012,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,"Highly recommended, top-notch quality!"
1772,1946,PhD,Married,51012.0,0,0,4/18/2013,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1773,1985,Graduation,Single,70596.0,0,0,10/5/2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1774,1952,PhD,Together,85431.0,0,0,6/8/2013,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
1775,1967,Graduation,Married,42664.0,0,1,3/18/2014,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1776,1955,Graduation,Together,42586.0,1,1,10/29/2012,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,Great customer service and very smooth experience.
1777,1985,Graduation,Single,29760.0,1,0,8/29/2012,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1778,1977,PhD,Married,28973.0,0,0,10/13/2012,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1779,1973,PhD,Together,39435.0,1,0,8/6/2013,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1780,1984,2n Cycle,Married,65370.0,0,0,8/1/2013,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1781,1979,Basic,Single,20194.0,1,0,12/17/2012,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1782,1976,PhD,Single,42473.0,1,1,2/17/2014,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1783,1968,Graduation,Married,64590.0,0,0,10/14/2012,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
1784,1959,Graduation,Together,71232.0,0,1,11/28/2013,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1785,1971,Graduation,Together,34600.0,1,1,1/1/2013,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,"Highly recommended, top-notch quality!"
1786,1967,Graduation,Single,46904.0,1,1,11/3/2012,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
